Client selection history
Round 42, selected: [123, 131, 46, 17, 12, 111, 4, 103, 18, 194, 88, 199, 22, 149, 34, 104, 165, 56, 144, 39] 
Round 43, selected: [61, 174, 48, 134, 118, 123, 18, 170, 9, 168, 44, 199, 23, 32, 196, 135, 188, 120, 183, 192] 
Round 44, selected: [128, 68, 19, 90, 79, 15, 65, 54, 78, 69, 102, 134, 42, 197, 64, 39, 155, 12, 59, 85] 
Round 45, selected: [186, 146, 123, 7, 192, 30, 199, 26, 46, 174, 22, 184, 73, 60, 16, 42, 52, 65, 19, 86] 
Round 46, selected: [161, 58, 32, 4, 131, 92, 101, 3, 197, 125, 121, 166, 146, 30, 199, 50, 99, 137, 65, 180] 
Round 47, selected: [130, 123, 55, 186, 94, 151, 119, 54, 32, 9, 44, 153, 167, 25, 58, 19, 2, 62, 148, 63] 
Round 48, selected: [7, 184, 174, 186, 92, 47, 163, 111, 17, 45, 88, 102, 22, 118, 46, 145, 117, 140, 154, 18] 
Round 49, selected: [128, 182, 193, 53, 41, 43, 94, 192, 69, 61, 44, 36, 33, 140, 64, 39, 169, 167, 181, 40] 
Round 50, selected: [14, 134, 160, 141, 17, 144, 68, 174, 50, 65, 102, 2, 32, 96, 105, 44, 37, 164, 43, 55] 
Round 51, selected: [22, 31, 159, 66, 194, 146, 30, 136, 7, 119, 11, 127, 126, 57, 113, 34, 97, 197, 10, 178] 
Round 52, selected: [159, 123, 151, 146, 170, 8, 134, 143, 91, 67, 136, 173, 46, 137, 152, 12, 102, 29, 132, 116] 
Round 53, selected: [79, 174, 186, 73, 150, 31, 58, 163, 26, 4, 87, 0, 56, 162, 131, 113, 156, 168, 41, 171] 
Round 54, selected: [72, 170, 128, 53, 164, 129, 92, 121, 38, 97, 61, 102, 131, 12, 21, 109, 155, 116, 23, 54] 
Round 55, selected: [73, 100, 34, 64, 125, 79, 87, 148, 113, 137, 28, 178, 134, 58, 69, 25, 171, 8, 127, 52] 
Round 56, selected: [123, 146, 159, 15, 192, 67, 53, 33, 46, 99, 43, 47, 58, 64, 9, 111, 133, 199, 160, 84] 
Round 57, selected: [174, 76, 29, 17, 65, 100, 124, 68, 118, 72, 91, 163, 193, 8, 155, 142, 143, 153, 178, 18] 
Round 58, selected: [67, 194, 88, 72, 129, 168, 101, 99, 115, 193, 179, 199, 198, 79, 89, 36, 9, 86, 97, 162] 
Round 59, selected: [61, 48, 175, 11, 152, 123, 183, 4, 95, 47, 30, 0, 56, 38, 103, 110, 24, 163, 45, 193] 
Round 60, selected: [26, 14, 164, 125, 47, 128, 29, 142, 96, 146, 135, 55, 11, 173, 5, 32, 67, 2, 31, 6] 
Selected 200 different clients
